number,title,state,html_url,user,labels,assignee,comments,created_at,updated_at,closed_at,milestone,is_pull_request,body
2482,Spline tool extending a transformed spline is broken,open,https://github.com/GraphiteEditor/Graphite/issues/2482,0HyperCube,"Good First Issue,Paper Cut",,2,2025-03-25T21:33:26Z,2025-04-17T08:41:04Z,,,No,"To reproduce - Draw a spline with the spline tool. - Change the scale in the transform section of the properties - Go to the select tool, transform the spline, then go back to the spline tool - Try extending the spline - The point is offset from the cursor  https://github.com/user-attachments/assets/d7a83e82-c34c-49fa-a54d-a769a6b53d86"
2479,Fix broken links in documentation,open,https://github.com/GraphiteEditor/Graphite/issues/2479,LukeAbby,Good First Issue,,0,2025-03-25T11:32:07Z,2025-03-25T21:19:03Z,,,No,"There are a number of things that `cargo doc` will lint about from ``[`euclidean_to_parametric`]`` not existing to the bare url `https://wrfranklin.org/Research/Short_Notes/pnpoly.html` (as opposed to wrapped in angle brackets).  <details>  <summary>cargo doc output</summary>   ```rust warning: unresolved link to `euclidean_to_parametric`   --> libraries/bezier-rs/src/bezier/lookup.rs:13:53    | 13 |     /// For performance reasons, this version of the [`euclidean_to_parametric`] function allows the caller to    |                                                        ^^^^^^^^^^^^^^^^^^^^^^^ no item named `euclidean_to_parametric` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`    = note: `#[warn(rustdoc::broken_intra_doc_links)]` on by default  warning: unresolved link to `x`   --> libraries/bezier-rs/src/bezier/solvers.rs:10:21    | 10 |     /// Get roots as [[x], [y]]    |                        ^ no item named `x` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `y`   --> libraries/bezier-rs/src/bezier/solvers.rs:10:26    | 10 |     /// Get roots as [[x], [y]]    |                             ^ no item named `y` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: public documentation for `parametric_polynomial` links to private item `Polynomial`   --> libraries/bezier-rs/src/bezier/solvers.rs:43:20    | 43 |     /// Returns two [`Polynomial`]s representing the parametric equations for x and y coordinates of the bezier curve respectively.    |                       ^^^^^^^^^^ this item is private    |    = note: this link will resolve properly if you pass `--document-private-items`    = note: `#[warn(rustdoc::private_intra_doc_links)]` on by default  warning: unresolved link to `line_test_crossings_prerotated`    --> libraries/bezier-rs/src/bezier/solvers.rs:443:109     | 443 | ... angle, consider instead using [`line_test_crossings_prerotated`] and moving this function's setup code into your own logic before the repeated call.     |                                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ no item named `line_test_crossings_prerotated` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `line_test_crossings`    --> libraries/bezier-rs/src/bezier/solvers.rs:455:37     | 455 |     /// If that isn't important, use [`line_test_crossings`] which wraps this and provides an easier interface by taking a line rotation vector.     |                                        ^^^^^^^^^^^^^^^^^^^ no item named `line_test_crossings` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ray_test_crossings_prerotated`    --> libraries/bezier-rs/src/bezier/solvers.rs:467:108     | 467 | ...n angle, consider instead using [`ray_test_crossings_prerotated`] and moving this function's setup code into your own logic before the repeated call.     |                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ no item named `ray_test_crossings_prerotated` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ray_test_crossings`    --> libraries/bezier-rs/src/bezier/solvers.rs:479:37     | 479 |     /// If that isn't important, use [`ray_test_crossings`] which wraps this and provides an easier interface by taking a ray direction vector.     |                                        ^^^^^^^^^^^^^^^^^^ no item named `ray_test_crossings` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `new_regular_polygon`    --> libraries/bezier-rs/src/subpath/core.rs:308:47     | 308 |     /// Constructs a star polygon (n-star). See [new_regular_polygon], but with interspersed vertices at an `inner_radius`.     |                                                  ^^^^^^^^^^^^^^^^^^^ no item named `new_regular_polygon` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ray_test_crossings_count_prerotated`   --> libraries/bezier-rs/src/subpath/solvers.rs:49:108    | 49 |     /// If this needs to be called frequently with a ray of the same rotation angle, consider instead using [`ray_test_crossings_count_prerotated`].    |                                                                                                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ no item named `ray_test_crossings_count_prerotated` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ray_test_crossings_count`   --> libraries/bezier-rs/src/subpath/solvers.rs:56:37    | 56 |     /// If that isn't important, use [`ray_test_crossings_count`] which provides an easier interface by taking a ray direction vector.    |                                        ^^^^^^^^^^^^^^^^^^^^^^^^ no item named `ray_test_crossings_count` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `point_inside_prerotated`   --> libraries/bezier-rs/src/subpath/solvers.rs:67:70    | 67 |     /// If this needs to be called frequently, consider instead using [`point_inside_prerotated`] and moving this function's setup code into your own logic b...    |                                                                         ^^^^^^^^^^^^^^^^^^^^^^^ no item named `point_inside_prerotated` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `point_inside`   --> libraries/bezier-rs/src/subpath/solvers.rs:85:37    | 85 |     /// If that isn't important, use [`point_inside`] which provides an easier interface.    |                                        ^^^^^^^^^^^^ no item named `point_inside` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `rectangle_intersections`    --> libraries/bezier-rs/src/subpath/solvers.rs:189:36     | 189 |     /// This is faster than calling [`rectangle_intersections`]`.len()` because it short-circuits as soon as an intersection is found.     |                                       ^^^^^^^^^^^^^^^^^^^^^^^ no item named `rectangle_intersections` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: `bezier-rs` (lib doc) generated 14 warnings warning: unresolved link to `ArtboardData`    --> node-graph/gcore/src/graphic_element.rs:227:12     | 227 | /// Some [`ArtboardData`] with some optional clipping bounds that can be exported.     |            ^^^^^^^^^^^^ no item named `ArtboardData` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`     = note: `#[warn(rustdoc::broken_intra_doc_links)]` on by default  warning: unresolved link to `HandleIds`    --> node-graph/gcore/src/vector/vector_data.rs:289:80     | 289 |     /// Enumerate all segments that start or end at a point, converting them to [`HandleId`s]. Note that the handles may not exist e.g. for a linear segment.     |                                                                                   ^^^^^^^^^^ no item named `HandleIds` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `WasmEditorApi`    --> node-graph/gcore/src/application_io.rs:291:79     | 291 |     /// Font data (for rendering text) made available to the graph through the [`WasmEditorApi`].     |                                                                                  ^^^^^^^^^^^^^ no item named `WasmEditorApi` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `WasmEditorApi`    --> node-graph/gcore/src/application_io.rs:296:67     | 296 |     /// Editor preferences made available to the graph through the [`WasmEditorApi`].     |                                                                      ^^^^^^^^^^^^^ no item named `WasmEditorApi` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: this URL is not a hyperlink    --> node-graph/gcore/src/graphic_element/renderer/quad.rs:108:16     | 108 |     /// Code from https://wrfranklin.org/Research/Short_Notes/pnpoly.html     |                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     |     = note: bare URLs are not automatically turned into clickable links     = note: `#[warn(rustdoc::bare_urls)]` on by default help: use an automatic link instead     | 108 |     /// Code from <https://wrfranklin.org/Research/Short_Notes/pnpoly.html>     |                   +                                                       +  warning: this URL is not a hyperlink    --> node-graph/gcore/src/graphic_element.rs:137:37     | 137 |     /// Equivalent to the SVG <g> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Element/g     |                                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     |     = note: bare URLs are not automatically turned into clickable links help: use an automatic link instead     | 137 |     /// Equivalent to the SVG <g> tag: <https://developer.mozilla.org/en-US/docs/Web/SVG/Element/g>     |                                        +                                                          +  warning: unclosed HTML tag `g`    --> node-graph/gcore/src/graphic_element.rs:137:28     | 137 |     /// Equivalent to the SVG <g> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Element/g     |                               ^^^     |     = note: `#[warn(rustdoc::invalid_html_tags)]` on by default  warning: this URL is not a hyperlink    --> node-graph/gcore/src/graphic_element.rs:139:56     | 139 |     /// A vector shape, equivalent to the SVG <path> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Element/path     |                                                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     |     = note: bare URLs are not automatically turned into clickable links help: use an automatic link instead     | 139 |     /// A vector shape, equivalent to the SVG <path> tag: <https://developer.mozilla.org/en-US/docs/Web/SVG/Element/path>     |                                                           +                                                             +  warning: unclosed HTML tag `path`    --> node-graph/gcore/src/graphic_element.rs:139:44     | 139 |     /// A vector shape, equivalent to the SVG <path> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Element/path     |                                               ^^^^^^  warning: this URL is not a hyperlink    --> node-graph/gcore/src/graphic_element.rs:198:101     | 198 | ...d extent, equivalent to the SVG <image> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Element/image     |                                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     |     = note: bare URLs are not automatically turned into clickable links help: use an automatic link instead     | 198 |     /// A CPU-based bitmap image with a finite position and extent, equivalent to the SVG <image> tag: <https://developer.mozilla.org/en-US/docs/Web/SVG/Element/image>     |                                                                                                        +                                                              +  warning: unclosed HTML tag `image`    --> node-graph/gcore/src/graphic_element.rs:198:88     | 198 |     /// A CPU-based bitmap image with a finite position and extent, equivalent to the SVG <image> tag: https://developer.mozilla.org/en-US/docs/Web/SVG/Elem...     |                                                                                           ^^^^^^^  warning: unclosed HTML tag `dyn`    --> node-graph/gcore/src/registry.rs:159:35     | 159 | /// Wraps around a node taking Box<dyn DynAny> and returning Box<dyn DynAny>     |                                   ^^^^  warning: unclosed HTML tag `dyn`    --> node-graph/gcore/src/registry.rs:159:65     | 159 | /// Wraps around a node taking Box<dyn DynAny> and returning Box<dyn DynAny>     |                                                                 ^^^^  warning: `graphene-core` (lib doc) generated 13 warnings (run `cargo fix --lib -p graphene-core` to apply 4 suggestions) warning: unresolved link to `DocumentNodeDefinition`   --> node-graph/graph-craft/src/document.rs:88:24    | 88 | /// An instance of a [`DocumentNodeDefinition`] that has been instantiated in a [`NodeNetwork`].    |                        ^^^^^^^^^^^^^^^^^^^^^^ no item named `DocumentNodeDefinition` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`    = note: `#[warn(rustdoc::broken_intra_doc_links)]` on by default  warning: unresolved link to `DocumentNodeDefinition`    --> node-graph/graph-craft/src/document.rs:622:24     | 622 | /// An instance of a [`DocumentNodeDefinition`] that has been instantiated in a [`NodeNetwork`].     |                        ^^^^^^^^^^^^^^^^^^^^^^ no item named `DocumentNodeDefinition` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `DocumentNodeDefinition`    --> node-graph/graph-craft/src/document.rs:633:62     | 633 |     /// The name of the node definition, as originally set by [`DocumentNodeDefinition`], used to display in the UI and to display the appropriate properties.     |                                                                 ^^^^^^^^^^^^^^^^^^^^^^ no item named `DocumentNodeDefinition` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `DocumentNode::path`    --> node-graph/graph-craft/src/document.rs:880:21     | 880 |     /// Populate the [`DocumentNode::path`], which stores the location of the document node to allow for matching the resulting proto nodes to the document ...     |                        ^^^^^^^^^^^^^^^^^^ the struct `DocumentNode` has no field or associated item named `path`  warning: unresolved link to `BorrowTree`    --> node-graph/graph-craft/src/proto.rs:137:134     | 137 | /// A proto node is an intermediate step between the `DocumentNode` and the boxed struct that actually runs the node (found in the [`BorrowTree`]).     |                                                                                                                                      ^^^^^^^^^^ no item named `BorrowTree` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unclosed HTML tag `dyn`    --> node-graph/graph-craft/src/document/value.rs:53:25     | 53  |               /// Converts to a Box<dyn DynAny> - this isn't very neat but I'm not sure of a better approach     |                                    ^^^^ ... 137 | / tagged_value! { 138 | |     // TODO: Eventually remove this migration document upgrade code 139 | |     #[cfg_attr(feature = ""serde"", serde(deserialize_with = ""graphene_core::raster::image::migrate_image_frame""))] 140 | |     ImageFrame(graphene_core::raster::image::ImageFrameTable<Color>), ...   | 216 | |     FontCache(Arc<graphene_core::text::FontCache>), 217 | | }     | |_- in this macro invocation     |     = note: `#[warn(rustdoc::invalid_html_tags)]` on by default     = note: this warning originates in the macro `tagged_value` (in Nightly builds, run with -Z macro-backtrace for more info)  warning: `graph-craft` (lib doc) generated 6 warnings warning: public documentation for `BorrowTree` links to private item `Path`    --> node-graph/interpreted-executor/src/dynamic_executor.rs:168:88     | 168 | /// * `nodes`: A [`HashMap`] of [`NodeId`]s to tuples of [`SharedNodeContainer`] and [`Path`].     |                                                                                        ^^^^ this item is private     |     = note: this link will resolve properly if you pass `--document-private-items`     = note: `#[warn(rustdoc::private_intra_doc_links)]` on by default  warning: public documentation for `BorrowTree` links to private item `Path`    --> node-graph/interpreted-executor/src/dynamic_executor.rs:171:42     | 171 | /// * `source_map`: A [`HashMap`] from [`Path`] to tuples of [`NodeId`] and [`NodeTypes`].     |                                          ^^^^ this item is private     |     = note: this link will resolve properly if you pass `--document-private-items`  warning: `interpreted-executor` (lib doc) generated 2 warnings warning: unresolved link to `BuildMetadata`  --> editor/src/messages/dialog/simple_dialogs/about_graphite_dialog.rs:5:45   | 5 | /// A dialog for displaying information on [BuildMetadata] viewable via *Help* > *About Graphite* in the menu bar.   |                                             ^^^^^^^^^^^^^ no item named `BuildMetadata` in scope   |   = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`   = note: `#[warn(rustdoc::broken_intra_doc_links)]` on by default  warning: unresolved link to `ManipulatorPoint`     --> editor/src/messages/tool/common_functionality/shape_editor.rs:1081:14      | 1081 |     /// Find a [ManipulatorPoint] that is within the selection threshold and return the layer path, an index to the [ManipulatorGroup], and an enum index f...      |                 ^^^^^^^^^^^^^^^^ no item named `ManipulatorPoint` in scope      |      = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ManipulatorGroup`     --> editor/src/messages/tool/common_functionality/shape_editor.rs:1081:115      | 1081 | ...ld and return the layer path, an index to the [ManipulatorGroup], and an enum index for [ManipulatorPoint].      |                                                   ^^^^^^^^^^^^^^^^ no item named `ManipulatorGroup` in scope      |      = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `ManipulatorPoint`     --> editor/src/messages/tool/common_functionality/shape_editor.rs:1081:157      | 1081 | ...the [ManipulatorGroup], and an enum index for [ManipulatorPoint].      |                                                   ^^^^^^^^^^^^^^^^ no item named `ManipulatorPoint` in scope      |      = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unused variable: `device_pixel_ratio`   --> editor/src/messages/portfolio/document/overlays/overlays_message_handler.rs:22:4    | 22 |             device_pixel_ratio,    |             ^^^^^^^^^^^^^^^^^^ help: try ignoring the field: `device_pixel_ratio: _`    |    = note: `#[warn(unused_variables)]` on by default  warning: `graphite-editor` (lib doc) generated 4 warnings warning: `graphite-editor` (lib) generated 1 warning warning: unresolved link to `Node`   --> node-graph/node-macro/src/lib.rs:23:24    | 23 | ///   Implements the [`Node`] trait for the struct, with the `eval` method inside which is a modified version of the decorated function. See below for how th...    |                        ^^^^ no item named `Node` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`    = note: `#[warn(rustdoc::broken_intra_doc_links)]` on by default  warning: unresolved link to `node_new`   --> node-graph/node-macro/src/lib.rs:27:106    | 27 | /// You'll use this macro most commonly when writing proto nodes. It's a convenient combination of the [`node_new`] and [`node_impl`] proc macros, which hand...    |                                                                                                          ^^^^^^^^ no item named `node_new` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `node_impl`   --> node-graph/node-macro/src/lib.rs:27:123    | 27 | ...t's a convenient combination of the [`node_new`] and [`node_impl`] proc macros, which handles both of the bullet points above, respectively. There can onl...    |                                                           ^^^^^^^^^ no item named `node_impl` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `node_impl`   --> node-graph/node-macro/src/lib.rs:27:295    | 27 | ...or method, but additional functions decorated by the [`node_impl`] macro can be added to implement different functionality across multiple type signatures.    |                                                           ^^^^^^^^^ no item named `node_impl` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `node_impl`   --> node-graph/node-macro/src/lib.rs:35:269    | 35 | ... signatures, each each of these are converted by the [`node_impl`] macro into separate `impl` blocks for different `Node` traits.    |                                                           ^^^^^^^^^ no item named `node_impl` in scope    |    = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `node_fn`    --> node-graph/node-macro/src/lib.rs:116:151     | 116 | ... method. This is almost always called by the combined [`node_fn`] macro instead of using this one, however it can be used separately if needed. See that ...     |                                                            ^^^^^^^ no item named `node_fn` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: unresolved link to `node_fn`    --> node-graph/node-macro/src/lib.rs:122:258     | 122 | ... functions each having different type signatures. The [`node_fn`] macro calls this macro as well as defining a `new` constructor method on the node struc...     |                                                            ^^^^^^^ no item named `node_fn` in scope     |     = help: to escape `[` and `]` characters, add '\' before them like `\[` or `\]`  warning: `node-macro` (lib doc) generated 7 warnings     Finished `dev` profile [optimized + debuginfo] target(s) in 1.43s ```  </details>"
2476,[Crash Report] In Node Graph view,open,https://github.com/GraphiteEditor/Graphite/issues/2476,qxzcode,"Good First Issue,Crash",,1,2025-03-24T04:03:23Z,2025-03-25T21:18:25Z,,,No,"**Describe the Crash** Not sure exactly what happened; I was just clicking around on https://editor.graphite.rs.  **Steps To Reproduce** Describe precisely how the crash occurred, step by step, starting with a new editor window. 1. Open the Graphite editor at https://editor.graphite.rs 2. ... Unfortunately I don't remember exactly what I did; I'm totally new to Graphite so I didn't really know what I was doing. 3. I was clicking around in the Node Graph, and I dragged the output of one node to create a new ""Opacity"" node. 4. I changed the opacity value. 5. I dragged the output of the Opacity node to one of the (output?) slots on the right (?) 6. I was clicking around those ""output slots"" when it crashed. It might have crashed when I clicked the ""-"" button on one to delete it.  **Additional Details**  Here's the state I ended up in:  ![Image](https://github.com/user-attachments/assets/4f3d816d-9e72-4f6c-ab78-5ade460462f4)  If I hide the crash dialog with the browser devtools, here's what's underneath:  ![Image](https://github.com/user-attachments/assets/177e24c3-5f05-4bdf-a677-b7b2a1e66d6c)  **Browser and OS** Chrome 134, Unix  **Stack Trace** Copied from the crash dialog in the Graphite editor:  ``` panicked at editor/src/messages/portfolio/document/utility_types/network_interface.rs:3480:70: removal index (is 1) should be < len (is 1)  Error     at https://editor.graphite.rs/assets/index-DW7tnTXP.js:922:1178     at g (https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:63371)     at Object.handleJsMessage (https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:63519)     at https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:63912     at https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:12372     at Ct (https://editor.graphite.rs/assets/index-DW7tnTXP.js:907:5957)     at S2.o.wbg.__wbg_call_3b770f0d6eb4720e (https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:12342)     at graphite_wasm.wasm._ZN13graphite_wasm10editor_api12EditorHandle27send_frontend_message_to_js17hede8fc66aef6ad3cE (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[4039]:0x89a8ee)     at graphite_wasm.wasm._ZN4core3ops8function2Fn4call17ha2fcdffa052e1591E (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[14089]:0xb55eec)     at graphite_wasm.wasm._ZN3std9panicking20rust_panic_with_hook17hb39abb160cd4038cE (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[7615]:0xa5fdf4)     at graphite_wasm.wasm._ZN4core9panicking9panic_fmt17h6f4dae69dcc1a6d2E (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[11789]:0xb2bfe2)     at graphite_wasm.wasm._ZN5alloc3vec16Vec$LT$T$C$A$GT$6remove13assert_failed17h4799d1fa34bea83cE (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[9971]:0xafcb46)     at graphite_wasm.wasm._ZN349_$LT$graphite_editor..messages..portfolio..document..document_message_handler..DocumentMessageHandler$u20$as$u20$graphite_editor..utility_traits..MessageHandler$LT$graphite_editor..messages..portfolio..document..document_message..DocumentMessage$C$graphite_editor..messages..portfolio..document..document_message_handler..DocumentMessageData$GT$$GT$15process_message17h0ca022fdb3026fa4E (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[303]:0xa71ee)     at graphite_wasm.wasm._ZN325_$LT$graphite_editor..messages..portfolio..portfolio_message_handler..PortfolioMessageHandler$u20$as$u20$graphite_editor..utility_traits..MessageHandler$LT$graphite_editor..messages..portfolio..portfolio_message..PortfolioMessage$C$graphite_editor..messages..portfolio..portfolio_message_handler..PortfolioMessageData$GT$$GT$15process_message17h539ea4a2e673f68eE (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[302]:0x7fbd3)     at graphite_wasm.wasm._ZN15graphite_editor10dispatcher10Dispatcher14handle_message17hf31fb8dc968d0cc1E (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[449]:0x27f889)     at graphite_wasm.wasm._ZN13graphite_wasm10editor_api12EditorHandle8dispatch17ha8e4085a85846321E (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[4967]:0x94390e)     at graphite_wasm.wasm.editorhandle_onMouseDown (https://editor.graphite.rs/assets/graphite_wasm_bg-CVBdsMt_.wasm:wasm-function[5039]:0x951b6e)     at C2.onMouseDown (https://editor.graphite.rs/assets/index-DW7tnTXP.js:908:5904)     at $ (https://editor.graphite.rs/assets/index-DW7tnTXP.js:911:3504)     at action (https://editor.graphite.rs/assets/index-DW7tnTXP.js:911:756) ```"
2462,Node variadic inputs to represent T as Vec<T>,open,https://github.com/GraphiteEditor/Graphite/issues/2462,Keavon,,,4,2025-03-18T11:13:13Z,2025-03-30T01:05:17Z,,,No,"A node which takes a Vec<T> should be able to expose itself as a variadic input, which looks like this:  | 100% Zoom | 200% Zoom | |--------|--------| | ![Image](https://github.com/user-attachments/assets/88268d1d-def4-4571-8a72-e6f94f28f29a) | ![Image](https://github.com/user-attachments/assets/452ca529-2e6e-4204-8938-d7b6108c6adc) |  *(7x14 rectangle with 2px rounding)*  Multiple wires can enter this. The order of the wires entering the variadic input does matter, and it laid out from top to bottom. The node receives these as a Vec of T and otherwise acts normally.  The node macro can define whether a data type, that's a Vec, is shown as variadic or regular. We should also consider whether we support the Table data type, where multiple wires become multiple table rows."
2461,Allow naming nodes and showing their names in the Properties panel,open,https://github.com/GraphiteEditor/Graphite/issues/2461,optozorax,Paper Cut,,0,2025-03-18T11:07:37Z,2025-03-18T11:35:37Z,,,No,"Currently if you create a lot of float values, there is no way to distinguish between them in this interface.  ![Image](https://github.com/user-attachments/assets/0558ba70-7b75-42ac-8c3c-0b7ca89e6adc)  Keavon showed that it's possible to apply a name on a node graph, by transforming variable to layer and renaming that layer, but this name doesn't used in the user interface as shown on the picture."
2459,Allow math node to work with variadic inputs,open,https://github.com/GraphiteEditor/Graphite/issues/2459,optozorax,,,1,2025-03-18T11:02:56Z,2025-03-18T11:21:17Z,,,No,"Requires variadic inputs: #2462  Currently it have only two arguments, but that's not that useful, since procedural illustrations benefits from having a lot of parameters that can be tweaked at any time, and any float may end up being parametrized.  Also, I think their names should be configurable too, because custom names are better than one-letter name A B C D E."
2458,Add node that generates geometry using parametric equations,open,https://github.com/GraphiteEditor/Graphite/issues/2458,optozorax,"Good First Issue,Graphics",,4,2025-03-18T10:59:26Z,2025-03-27T06:05:48Z,,,No,"I wanted to draw this illustration using graphite, but ended up using desmos and screenshotting it, because they support parametric equations. It will be nice to have such a node.  <details>   <summary>Desmos illustration</summary>    <img width=""1920"" alt=""Image"" src=""https://github.com/user-attachments/assets/e1311998-71dc-4bfe-8d05-d87e44e473ed"" />     </details>  I think that in this node we should be able to specify density of the geometry (amount of points), because different equations require different density, and it can affect performance.  I think there also should be density multiplier for the export rendering (if there is such a regime). So that at the editing stage we may see segmented geometry, and for the final render it will be smooth.  Also, unsolved problem: how to make this node accept any amount of variables (so that you can tweak behavior of your equation, like `l` in my example). This is also the problem for the Math node. Without this, this node will be not as useful is it might be. (#2462, and see also #2459)"
2451,Dragging handle back into its anchor makes its opposite handle move around randomly,open,https://github.com/GraphiteEditor/Graphite/issues/2451,Keavon,Good First Issue,,4,2025-03-17T11:39:14Z,2025-03-18T05:45:46Z,,,No,"~~We no longer can snap a handle to its anchor point, thereby hiding it (giving it a zero length status where it's treated as gone). When doing this, the other handle shouldn't be affected from its original position.~~  See the video in my comment below for what this issue is now about."
2447,Exposing a value to the graph should add and connect up an equivalent value node,open,https://github.com/GraphiteEditor/Graphite/issues/2447,Keavon,"Good First Issue,Graphene",,2,2025-03-17T00:43:24Z,2025-04-14T22:05:24Z,,,No,"Related: https://github.com/GraphiteEditor/Graphite/issues/2567  If you click the dot to expose an input to the graph...  ![Image](https://github.com/user-attachments/assets/8a44a7b9-990f-481c-945f-341969fcf14c)  (here, the top one is exposed and the other two are not)  ...it removes the control from the Properties panel and puts a connector on the node in the graph.  But that connector starts out connected to nothing. And whatever value the user had typed in the Properties panel previously, isn't represented anymore.  We want to have the process of clicking to expose an input to create a value node in the graph which is set to the same value as the Properties panel had. (This will require the creation of new value nodes, since not all representable Properties panel types have a value node yet.)  As a stretch goal, we also would like the reverse to occur: if a user un-exposes a node, it should evaluate what its current value is and set that to the input in the Properties panel. Perhaps only optionally, though, because the current behavior might be desired some (most?) of the time. This aspect can wait to be figured out or we can break it out into a separate issue."
2433,Add custom data types for angles and factors/percentages,open,https://github.com/GraphiteEditor/Graphite/issues/2433,Keavon,,,5,2025-03-14T11:35:50Z,2025-04-10T13:34:24Z,,,No,"Instead of using `f64` for all types of numbers, there are some with special significance.  - Angles can be represented by degrees or radians. Our data type should encode one unambiguous value, enforcing any nodes that want to construct or read an angle to do so with an explicit choice of degrees or radians. This should replace the Transform node's rotation and X-skew/Y-skew angles, avoiding the confusion that the inputs given in the node graph aren't the user-friendly degrees set in the Properties panel. (See [#2431](https://github.com/GraphiteEditor/Graphite/pull/2431)) - Percentages can be represented out of 100 (percent) or 1 (factor). This distinctly represents not a quantity but a portion out of a whole, so it needs its own type. This avoids the confusion and mess caused by our current inconsistent usage of percentages and factors in various places, with uncertainty about whether those values are out of 1 or 100 when fed by the node graph. We can ensure number input widgets in range mode display the factor or percent on a per-case basis for whichever is designed to be the more logical approach, or do what Blender does and offer an app preference to display all such quantities as out of 1.00 or out of 100%."
