number,title,state,html_url,user,labels,assignee,comments,created_at,updated_at,closed_at,milestone,is_pull_request,body
2618,Adjusting the Polygon/Star tool number of points while drawing,closed,https://github.com/GraphiteEditor/Graphite/issues/2618,Keavon,"Good First Issue,Paper Cut",0SlowPoke0,0,2025-04-25T04:03:20Z,2025-07-02T02:44:55Z,2025-06-22T07:59:25Z,Milestone 49,No,"We should have the following inputs bound while drawing: - <kbd>[</kbd>/<kbd>]</kbd> - <kbd>-</kbd>/<kbd>+</kbd> - <kbd>Down Arrow</kbd>/<kbd>Up Arrow</kbd> - <kbd>Scroll Wheel Down</kbd>/<kbd>Scroll Wheel Up</kbd>  And <kbd>[</kbd>/<kbd>]</kbd> should also work anytime the tool is selected, not only when dragging. This is the one that should be shown in the hints bar. The others are for convenience and discoverability."
2614,Distribution snappers are positioned based wrongly on mouse position instead of tracked object,closed,https://github.com/GraphiteEditor/Graphite/issues/2614,mTvare6,"Good First Issue,Paper Cut",moosama76,1,2025-04-23T15:43:35Z,2025-06-04T10:03:18Z,2025-05-20T07:15:57Z,Milestone 48,No,https://github.com/user-attachments/assets/71df17f9-ffe3-4f96-81c8-407cecb58600
2612,Add Path tool feature for angle locking upon pressing Ctrl while dragging handle over anchor,closed,https://github.com/GraphiteEditor/Graphite/pull/2612,0SlowPoke0,,,6,2025-04-22T22:34:08Z,2025-05-20T05:27:56Z,2025-04-24T03:39:14Z,,Sí,"Partly closes #1870     > Path tool - when dragging a handle:  > - Ctrl locks the current angle of the handle (https://github.com/GraphiteEditor/Graphite/pull/2160).  >   - If pressed while the non-colinear handle is over its anchor, it becomes temporarily colinear and is locked to the angle of its opposite handle, or if there is no opposite handle then it should not become colinear but it should become locked to the angle of its [shared adjacent segment angles](https://files.keavon.com/-/NovelGruesomePangolin/capture.png)    "
2611,Refactor the 'Position on Path' and 'Tangent on Path' nodes to use the Kurbo API,closed,https://github.com/GraphiteEditor/Graphite/pull/2611,indierusty,,,2,2025-04-22T16:49:56Z,2025-05-13T05:56:51Z,2025-04-30T04:51:10Z,,Sí,Partly closes #2635.
2610,"Improve instancing nodes (make them output group data, add 'Instance Repeat', fix Flatten Vector Elements click targets, and more)",closed,https://github.com/GraphiteEditor/Graphite/pull/2610,Keavon,,,0,2025-04-22T13:04:47Z,2025-04-23T00:55:58Z,2025-04-23T00:55:57Z,,Sí,
2609, Fix greedy node deletion behavior,closed,https://github.com/GraphiteEditor/Graphite/pull/2609,Keerthi421,,,1,2025-04-22T11:05:45Z,2025-04-22T11:12:05Z,2025-04-22T11:09:18Z,,Sí,
2608,Refactor the Solidify Stroke node implementation to use the Kurbo API,closed,https://github.com/GraphiteEditor/Graphite/pull/2608,indierusty,,,4,2025-04-22T06:13:48Z,2025-05-13T05:56:57Z,2025-04-22T08:32:58Z,,Sí,Partly closes #2635.
2606,Node deletion is too greedy,closed,https://github.com/GraphiteEditor/Graphite/issues/2606,Keavon,"Good First Issue,Paper Cut",Daniel53245,4,2025-04-22T04:49:49Z,2025-05-02T21:26:55Z,2025-04-30T04:22:19Z,Milestone 47,No,"Deleting the selected ""Equals"" node:  ![Image](https://github.com/user-attachments/assets/59440fc0-815d-4419-b154-5b823d1eb711)  Incorrectly results in the overzealous deletion of its upstream nodes despite their usage by other nodes.  ![Image](https://github.com/user-attachments/assets/03cc8024-4192-4e85-a163-bca175cc3f21)  This doesn't match the desired deletion-with-cleanup behavior. <Kbd>Ctrl</kbd><kbd>Delete</kbd> can be used in this situation to delete only itself, but we need the normal behavior to work in this circumstance."
2605,Improve Pen tool behavior to less aggressively delete single-point layers,closed,https://github.com/GraphiteEditor/Graphite/pull/2605,0SlowPoke0,,,2,2025-04-21T21:26:50Z,2025-04-23T11:45:52Z,2025-04-23T11:45:52Z,,Sí,"- Pressing Enter after placing a single anchor point with the Pen tool now preserves the point, instead of deleting the layer.    [discord](https://discord.com/channels/731730685944922173/1319602515758682132/1363078429850865805)  - Single-point layers are no longer deleted when switching to the Pen tool. [discord](https://discord.com/channels/731730685944922173/1319602515758682132/1363078945989329080)          "
2604,Fix 'Shallow Select' mode behavior for selection context transference,closed,https://github.com/GraphiteEditor/Graphite/pull/2604,mTvare6,,,15,2025-04-21T13:50:08Z,2025-04-30T03:24:48Z,2025-04-30T03:24:48Z,,Sí,Fixes #2392 
2602,Fix angle logic in the Grid node to allow slanted isometric grids,closed,https://github.com/GraphiteEditor/Graphite/pull/2602,0HyperCube,,,0,2025-04-20T16:23:13Z,2025-04-20T21:16:29Z,2025-04-20T21:16:28Z,,Sí,Address code review comments for #2574.
2600,Fix and improve robustness of node/parameter tooltip plumbing; simplify properties row widget boilerplate,closed,https://github.com/GraphiteEditor/Graphite/pull/2600,Keavon,,,0,2025-04-20T02:54:24Z,2025-04-20T03:25:38Z,2025-04-20T03:25:37Z,,Sí,"Followup to #2590. This fixes a regression where Properties panel rows weren't showing up if an old document lacked a serialized tooltip. This also removes serialization of node names and descriptions for tooltips entirely, so they won't take up disk space and will now update with changes to the strings that we make in the future. This also cleans up how we write the code for generating widget rows for the Properties panel by putting the many function arguments into a reused struct. One last bonus feature, is that exposing/unexposing a graph input in the Properties panel now opens the node graph and centers the node at 100% scale to help with clarity about what's going on when clicking that button."
2599,Add tests for the Freehand tool,closed,https://github.com/GraphiteEditor/Graphite/pull/2599,Sidharth-Singh10,Testing,,1,2025-04-19T15:19:02Z,2025-04-30T20:21:49Z,2025-04-30T19:54:00Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes #1985 "
2597,Add tests for auto-panning,closed,https://github.com/GraphiteEditor/Graphite/pull/2597,rahat2134,Testing,,7,2025-04-19T09:42:19Z,2025-06-02T01:55:00Z,2025-06-02T01:55:00Z,,Sí,This pull request introduces automated tests for the auto-panning functionality.    Currently implemented:   - Select Tool   - Artboard Tool      Closes #2505   
2596,Replace Bezier-rs use in the 'Offset Path' node with a Kurbo algorithm,closed,https://github.com/GraphiteEditor/Graphite/pull/2596,indierusty,,,2,2025-04-19T06:17:00Z,2025-05-13T05:57:07Z,2025-04-20T04:04:29Z,,Sí,Solves https://discord.com/channels/731730685944922173/881073965047636018/1349473693738336376    Partly closes #2635.
2594,Add snapping for a line's midpoint when it's being drawn,closed,https://github.com/GraphiteEditor/Graphite/pull/2594,moosama76,,,2,2025-04-18T00:36:14Z,2025-05-20T07:16:52Z,2025-04-30T05:12:04Z,,Sí,Partly closes #2352   
2593,Fix Shift-drag axis color inconsistency and pivot not being draggable with a zero-width bounding box,closed,https://github.com/GraphiteEditor/Graphite/pull/2593,mTvare6,,,4,2025-04-17T11:26:04Z,2025-04-19T04:46:50Z,2025-04-17T20:45:08Z,,Sí,Fixes #2311  
2591,Add tests for Spline tool to support continuing a previously drawn spline,closed,https://github.com/GraphiteEditor/Graphite/pull/2591,Sidharth-Singh10,Testing,,4,2025-04-17T08:38:41Z,2025-04-18T22:24:35Z,2025-04-18T22:24:35Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes part of  #2483   "
2590,Add node description tooltips in the Properties panel and on secondary inputs in the graph,closed,https://github.com/GraphiteEditor/Graphite/pull/2590,Keavon,,,0,2025-04-17T06:08:09Z,2025-04-17T07:59:49Z,2025-04-17T07:59:47Z,,Sí,This adds the following...    Node descriptions in the Properties panel:    ![capture](https://github.com/user-attachments/assets/c6ba8c7e-a539-4d35-8464-24e09d1d7ea5)    Parameter descriptions in the Properties panel:    ![capture](https://github.com/user-attachments/assets/9d153792-26ef-4846-8a26-3db54112cf8f)    Secondary input descriptions in the node graph:    ![capture](https://github.com/user-attachments/assets/56803e43-097b-4c66-8169-4b6ae9b55f9a)
2589,Auto-generate enum type widget boilerplate for radio buttons and dropdown menus,closed,https://github.com/GraphiteEditor/Graphite/pull/2589,kythyria,,,1,2025-04-17T00:38:09Z,2025-05-01T11:14:26Z,2025-05-01T11:14:26Z,,Sí,"(Mostly) resolves #2587. This refactors the UI for dropdowns and radio buttons based on built-in enums.    Dropdowns and radio buttons associated with node sockets can be produced via a builder API, with this API in turn getting its data from a proc macro that operates on enums. The particular shape should facilitate extending this to user-defined enums, to values that are not associated with a socket, and to menu entries (eg, the ones to add a boolean operation). "
2588,New nodes: 'Position on Path' and 'Tangent on Path',closed,https://github.com/GraphiteEditor/Graphite/pull/2588,Keavon,,,0,2025-04-17T00:12:15Z,2025-04-17T05:50:52Z,2025-04-17T05:50:50Z,,Sí,https://github.com/user-attachments/assets/9c74dbe3-d784-4fc1-b426-d4180c9accce    ![capture](https://github.com/user-attachments/assets/fec678d7-1e10-4cd2-a8b7-f4316ded5829)
2587,Ergonomic way to define enums for use by nodes,closed,https://github.com/GraphiteEditor/Graphite/issues/2587,Keavon,"Architecture,Graphene",kythyria,1,2025-04-16T11:14:35Z,2025-06-04T10:03:16Z,2025-05-01T11:14:27Z,Milestone 48,No,Right now it's a laborious process to add an enum to the `TaggedValue`. We need to auto-generate ways of turning an enum into a dropdown menu or radio button input widget. And we need to consider how users will be able to define their own once they can write Rust code to create custom nodes.  I discussed some possible approaches with @TrueDoctor a couple days ago. More thought will be required once we can begin tackling this.
2586,Use Kurbo for Offset Path node implementation,closed,https://github.com/GraphiteEditor/Graphite/pull/2586,indierusty,,,1,2025-04-16T09:50:20Z,2025-04-20T07:36:33Z,2025-04-20T07:36:33Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes # [Discord](https://discord.com/channels/731730685944922173/881073965047636018/1349473693738336376)  "
2585,Add layer tree tests for moving layers with transform,closed,https://github.com/GraphiteEditor/Graphite/pull/2585,rahat2134,Testing,,3,2025-04-16T08:47:54Z,2025-05-02T21:25:11Z,2025-04-19T07:43:17Z,,Sí,Fix 5th part to close #2506   
2583,Fix dragging a node onto a secondary input's wire not working,closed,https://github.com/GraphiteEditor/Graphite/pull/2583,adamgerhant,,,0,2025-04-16T06:30:27Z,2025-04-16T08:52:16Z,2025-04-16T08:52:15Z,,Sí,Closes #2531  
2581,"Add ""Perpendicular to Endpoint"" snapping target",closed,https://github.com/GraphiteEditor/Graphite/pull/2581,moosama76,,,0,2025-04-16T02:32:07Z,2025-05-20T07:16:41Z,2025-04-16T12:23:45Z,,Sí,Partly closes #2352    https://github.com/user-attachments/assets/5e8832b1-f29b-45d0-8612-a86b3c4a8332
2580,Add layer tree tests for folder movement checking into child,closed,https://github.com/GraphiteEditor/Graphite/pull/2580,rahat2134,Testing,,2,2025-04-15T23:47:25Z,2025-05-02T21:25:02Z,2025-04-18T21:41:48Z,,Sí,Fix 4th part to close #2506   
2579,Add layer tree tests for folder self movement checking,closed,https://github.com/GraphiteEditor/Graphite/pull/2579,rahat2134,Testing,,2,2025-04-15T23:45:09Z,2025-05-02T21:24:54Z,2025-04-17T08:17:44Z,,Sí,Fix 3rd part to close #2506   
2578,Add layer tree tests for layer arrangement,closed,https://github.com/GraphiteEditor/Graphite/pull/2578,rahat2134,Testing,,2,2025-04-15T23:42:46Z,2025-05-02T21:24:44Z,2025-04-16T22:05:03Z,,Sí,Fixes 2nd part to close #2506  
2577,Add layer tree tests for layer selection,closed,https://github.com/GraphiteEditor/Graphite/pull/2577,rahat2134,Testing,,1,2025-04-15T23:41:07Z,2025-05-02T21:24:25Z,2025-04-16T13:57:14Z,,Sí,Partly closes #2506   
2576,New node: Dimensions,closed,https://github.com/GraphiteEditor/Graphite/pull/2576,kythyria,,,0,2025-04-15T18:42:21Z,2025-04-16T01:07:35Z,2025-04-16T01:07:35Z,,Sí,There's probably a better way to do this but I don't know what it is outside of adding support for multiple outputs on Rust nodes.
2575,Add Spline tool tests for drawing within a transformed artboard,closed,https://github.com/GraphiteEditor/Graphite/pull/2575,Sidharth-Singh10,Testing,,2,2025-04-15T18:09:49Z,2025-04-25T14:01:49Z,2025-04-25T14:01:48Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    fixes part of #2483   "
2574,"Add the first field-based nodes: 'Instance on Points', 'Instance Position', 'Instance Index', as well as 'Grid'",closed,https://github.com/GraphiteEditor/Graphite/pull/2574,0HyperCube,,,2,2025-04-15T10:29:16Z,2025-04-17T22:53:07Z,2025-04-16T11:58:59Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes #2497  ![example](https://github.com/user-attachments/assets/e1c73c0c-8064-4f7c-9c14-45612e494bab)    "
2573,Add Spline tool test for drawing with PTZ applied to the canvas view,closed,https://github.com/GraphiteEditor/Graphite/pull/2573,rahat2134,Testing,,4,2025-04-14T23:35:24Z,2025-04-24T19:39:33Z,2025-04-24T19:39:33Z,,Sí,"Closes a part of  #2483     This pull request introduces new tests for the spline tool. These tests ensure that the spline tool works correctly under various transformations such as zooming, panning, and tilting the view.  "
2572,Add Line tool tests for drawing within a transformed artboard,closed,https://github.com/GraphiteEditor/Graphite/pull/2572,rahat2134,Testing,,2,2025-04-14T22:52:51Z,2025-04-19T16:44:27Z,2025-04-19T16:44:27Z,,Sí,"This pull request introduces new functionality and tests to the `line_tool` module in the `editor` project. The most significant changes include the addition of a new test function to verify the behavior of the line tool within a transformed artboard, as well as some utility imports to support these tests.    Fix a part of #2487 "
2571,Add Gradient tool test for select and delete removes a stop,closed,https://github.com/GraphiteEditor/Graphite/pull/2571,Sidharth-Singh10,Testing,,2,2025-04-14T22:05:04Z,2025-04-19T23:00:59Z,2025-04-19T23:00:59Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes part of #2488   "
2570,Fix Pen tool unable to combine multiple selected paths by extending their endpoints or mesh points,closed,https://github.com/GraphiteEditor/Graphite/pull/2570,0SlowPoke0,,,9,2025-04-14T19:45:00Z,2025-04-18T07:18:39Z,2025-04-18T07:18:39Z,,Sí,"- Fixes: If multiple layers are selected, the Pen tool fails to extend a path by clicking one of its endpoints.  - Bonus - adds: Auto-panning when dragging wire in graph (https://discord.com/channels/731730685944922173/881073965047636018/1361099129950048446)"
2569,Fix Poisson-disk sampling with negative space from nested subpaths,closed,https://github.com/GraphiteEditor/Graphite/pull/2569,TrueDoctor,,,2,2025-04-14T18:54:29Z,2025-04-15T13:37:21Z,2025-04-15T13:37:20Z,,Sí,"Previously all Subpaths were considered independently for the poisson disk sampling evaluation. We now check against all Subpaths which might contain the point to fix shapes with holes such as fonts with letters with holes in them    Before:    ![Image](https://github.com/user-attachments/assets/94d66728-0728-4171-b3fb-3badf0801645)    After:  ![image](https://github.com/user-attachments/assets/0cd5780e-64ee-4653-9869-80a3962e85bb)      <!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes: #2568 "
2568,Scatter points does not work on shapes with holes,closed,https://github.com/GraphiteEditor/Graphite/issues/2568,TrueDoctor,Graphics,TrueDoctor,0,2025-04-14T18:52:48Z,2025-05-02T21:26:31Z,2025-04-15T13:37:22Z,Milestone 47,No,"When using the scatter points node on shapes with holes, it fills the holes twice instead of never:  ![Image](https://github.com/user-attachments/assets/94d66728-0728-4171-b3fb-3badf0801645)  "
2566,Fix a Pen tool regression where a new single-point layer doesn't get deleted but should,closed,https://github.com/GraphiteEditor/Graphite/pull/2566,c-mateo,,,6,2025-04-13T21:18:46Z,2025-04-14T11:02:12Z,2025-04-14T11:01:57Z,,Sí,~~Issue #2503 was reintroduced in #2452 by the line [1928 in `pen_tool.rs`](https://github.com/GraphiteEditor/Graphite/commit/6a8386d1e916a97dec1c48002e18f15c86f63d92#diff-635fd86b9ded69107348350c9cb0c66b2ec561ba807c06239f7794e9db62b202R1928). This PR fixes it but please check the improvements done in #2452 are still working fine.~~
2565,Add Gradient tool test for dragging the stop rearranges the ordering,closed,https://github.com/GraphiteEditor/Graphite/pull/2565,Sidharth-Singh10,Testing,,1,2025-04-13T20:17:42Z,2025-04-16T13:38:26Z,2025-04-16T13:38:26Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes part of #2488   "
2564,Add Gradient tool test for dragging an endpoint setting the correct point in the viewport,closed,https://github.com/GraphiteEditor/Graphite/pull/2564,Sidharth-Singh10,Testing,,0,2025-04-13T13:45:20Z,2025-04-23T07:48:53Z,2025-04-14T19:25:08Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes part of  #2488   "
2562,Restore auto-panning that #2443 had broken,closed,https://github.com/GraphiteEditor/Graphite/pull/2562,c-mateo,,,2,2025-04-13T04:04:16Z,2025-04-13T23:32:50Z,2025-04-13T22:19:08Z,,Sí,Fixes #2504 by restoring part of the code deleted in #2443
2561,Fix inability to drag axis-aligned lines,closed,https://github.com/GraphiteEditor/Graphite/pull/2561,mTvare6,,,2,2025-04-12T11:33:01Z,2025-04-13T10:51:41Z,2025-04-13T10:51:40Z,,Sí,Fixes #2549 
2560,Shallow Select mode should also display hover overlays for what a click and double-click will select,closed,https://github.com/GraphiteEditor/Graphite/issues/2560,Keavon,"Good First Issue,Paper Cut",mTvare6,1,2025-04-12T08:58:04Z,2025-06-04T10:03:18Z,2025-05-11T14:53:39Z,Milestone 48,No,"Once #2392 is fixed, the Select tool's Shallow Select mode should correctly represent what clicking and double-clicking should do. Relative to the context of what is currently selected, single clicking should select a sibling (rather than anything that's a child of that sibling which the user clicks on). We want hovering to show a rectangular bounding box of what would get selected by clicking. Inside that is the item which will get selected by double-clicking (by ""digging down"" a level in the nesting). We also want that to show a bounding box at 50% opacity to indicate it would become selected by double-clicking. Instead of showing this 50% opacity bounding box, we should show the actual shape outline (the same one that we have right now on hover) at 50% opacity if double-clicking would select an object (rather than a group). And if that shape would get selected by single-clicking it, then we don't show any bounding boxes but we show the shape outline at 100% opacity just as we do today. In total, there will be up to three overlays shown, with only one at 100% opacity and up to two as bounding boxes."
2559,Add tests for Line tool with PTZ,closed,https://github.com/GraphiteEditor/Graphite/pull/2559,rahat2134,Testing,,1,2025-04-12T07:03:58Z,2025-04-23T08:04:13Z,2025-04-13T20:13:59Z,,Sí,fix a part of #2487   This pull request introduces a new test case to the `line_tool.rs` file to ensure the `Line` tool works correctly when the viewport is transformed.   
2558,"Add overlays for anchors, just like segments, for hovered/selected vector layers",closed,https://github.com/GraphiteEditor/Graphite/issues/2558,Keavon,"Good First Issue,Paper Cut",seam0s-dev,1,2025-04-12T06:09:37Z,2025-07-02T02:44:54Z,2025-06-08T23:25:53Z,Milestone 49,No,"When a vector layer is hovered or selected (with the Select tool), we see blue overlay visualizations showing the segments of the geometry. But we don't have that for free-floating anchor points. That should be added, drawing each anchor free-floating without connected segments."
2557,Proportional editing mode,closed,https://github.com/GraphiteEditor/Graphite/issues/2557,Keavon,,,0,2025-04-11T21:58:46Z,2025-06-15T18:21:23Z,2025-06-15T18:21:14Z,,No,Like in Blender.  ![Image](https://github.com/user-attachments/assets/14376f48-e0d6-46a4-8b14-774b5016d7e4)
2555,Improve Pen tool segment drawing confirm/cancel behavior,closed,https://github.com/GraphiteEditor/Graphite/pull/2555,0SlowPoke0,,,0,2025-04-11T17:23:01Z,2025-04-12T09:50:35Z,2025-04-12T09:50:35Z,,Sí,Implemented the following features requested by @Keavon's screencast (with narration) below:  - Enter now finalizes the preview segment when dragging a handle.  - Right-click or Esc cancels the placement.    https://github.com/user-attachments/assets/db429eb4-aaaa-4577-9b53-86c8ad2a28e4    
2553,"Fix the 'Repeat', 'Circular Repeat', and 'Mirror' nodes to work on point cloud vector data",closed,https://github.com/GraphiteEditor/Graphite/pull/2553,Keavon,,,0,2025-04-10T12:56:41Z,2025-04-12T09:18:33Z,2025-04-12T09:18:32Z,,Sí,"Point cloud (anchors but no segments) vector data makes the 'Repeat', 'Circular Repeat', and 'Mirror' nodes encounter the early return case of:    ```rs  let Some(bounding_box) = instance.bounding_box(DAffine2::IDENTITY) else { return result_table };  ```    This is because the bounding box function was counting segment bounds, but not point bounds. This solution now combines the bounds of both.    TODO: Test that this doesn't break other stuff outside these three nodes, because this bounding box calculation function gets used in a lot of places."
2550,Fix box selection erroneously including zero-length handles; fix GRS failing on sharp points,closed,https://github.com/GraphiteEditor/Graphite/pull/2550,4adex,,,2,2025-04-10T10:24:24Z,2025-04-13T01:21:37Z,2025-04-13T01:21:36Z,,Sí,Closes #2534  
2549,It's impossible to drag axis-aligned lines,closed,https://github.com/GraphiteEditor/Graphite/issues/2549,Keavon,Paper Cut,mTvare6,1,2025-04-10T10:05:13Z,2025-05-02T21:26:19Z,2025-04-13T10:51:41Z,Milestone 47,No,"If a line is drawn perfectly horizontally or vertically (even if rotated afterward), the usual visual feedback you get for hovering over the line (within distance of its stroke thickness) doesn't work as it does for lines originally drawn at other angles, and clicking on the line to select it works only within a much narrower strip along its path. And while that very narrow area can be clicked to select the layer, it can't be dragged to move the layer; this causes a box selection to occur. See the video comparing the expected behavior of a line that was drawn with a tilt from that of a line drawn horizontally:  https://github.com/user-attachments/assets/8be530d0-73b2-4738-b5c4-1ebfea425c2b  A possibly related issue that might be a debugging clue:  https://github.com/user-attachments/assets/ca5bd7fb-4223-4f1d-8303-955f1febfea1  Bonus bug fix:  The cursor always shows rotation on axis-aligned lines but it actually does correctly scale or rotate based on proximity.  https://github.com/user-attachments/assets/13e16c1b-6cec-4129-b79a-46180e936e2b"
2548,Transform node rotation breaks Pen tool shapes when entered manually,closed,https://github.com/GraphiteEditor/Graphite/issues/2548,Nirajsah,,,3,2025-04-10T05:38:52Z,2025-04-10T08:26:04Z,2025-04-10T08:26:03Z,,No,"Description: When using the Transform node to rotate a shape created with the Pen tool by manually entering a rotation value (in degrees), the shape does not rotate in place. Instead, the shape shifts unexpectedly, and the x/y translation values appear to be misaligned. This does not happen when using the mouse-based rotation tool, which rotates the shape correctly around its centre.  Steps to Reproduce:  Draw a shape using the Pen tool.  Open the Transform node.  Manually enter a value in the rotation field (e.g. 45°).  Observe that the shape jumps to another position instead of rotating in place.  Try rotating the same shape using the canvas rotation tool with the mouse — the shape rotates correctly without changing position.  Expected Behaviour: Shapes should rotate around their centre consistently, regardless of whether the rotation is applied manually via the UI field or interactively with the mouse."
2546,Get the Tauri build to render the viewport content natively (separately for now),closed,https://github.com/GraphiteEditor/Graphite/issues/2546,Keavon,Architecture,TrueDoctor,0,2025-04-09T09:28:52Z,2025-05-02T21:26:55Z,2025-04-14T11:43:17Z,Milestone 47,No,"This does not yet include integrating the viewport render into the editor GUI where it belongs, as called for in #2541. This just involves getting it to render the viewport to a separate window alongside the editor GUI where the viewport is empty."
2537,Make the Tauri part of the code base optional,closed,https://github.com/GraphiteEditor/Graphite/issues/2537,Keavon,"Architecture,Infrastructure",TrueDoctor,0,2025-04-09T08:23:15Z,2025-05-02T21:26:54Z,2025-04-14T11:43:17Z,Milestone 47,No,
2536,Upgrade Tauri to v2 and get it running again,closed,https://github.com/GraphiteEditor/Graphite/issues/2536,Keavon,Architecture,TrueDoctor,0,2025-04-09T08:21:35Z,2025-05-02T21:26:54Z,2025-04-14T11:43:16Z,Milestone 47,No,
2534,GRS fails on sharp points and box selection wrongly targets its zero-length handles,closed,https://github.com/GraphiteEditor/Graphite/issues/2534,Keavon,Good First Issue,4adex,1,2025-04-09T06:31:21Z,2025-05-02T21:26:54Z,2025-04-13T01:21:37Z,Milestone 47,No,"*Temporarily claimed until April 11 by @4adex*  ---  After dragging a corner point (not a smooth point) with the Path tool, hitting `V` to switch back to the Select tool, then hitting `G` for GRS works but `R` and `S` don't work, until you click somewhere to deselect the layer and click it again to reselect it.  Corner points that have been *clicked* to select fail, but *box selected* to select doesn't fail because it selects the zero-length handles as well as the anchor. We can see this by noticing how: - Box selection of a single corner anchor makes it show      ![Image](https://github.com/user-attachments/assets/05d216e8-d432-45d2-a0b2-1981678955c4)  - As opposed to, when clicking      ![Image](https://github.com/user-attachments/assets/111b948b-1c1a-456f-b56c-fb01d645f177)  In this video, each mouse wiggle occurs after pressing `G` (of GRS):  https://github.com/user-attachments/assets/6b306093-4516-46cd-9e03-dbfadd0d695a  The symptoms described above are probably a pairing of two separate issues that both need to be fixed."
2531,"Dropping nodes onto a wire, to insert it inline, sometimes doesn't work for secondary inputs",closed,https://github.com/GraphiteEditor/Graphite/issues/2531,Keavon,Good First Issue,adamgerhant,2,2025-04-08T03:43:20Z,2025-05-02T21:26:29Z,2025-04-16T08:52:16Z,Milestone 47,No,"We can usually drop a node onto a wire to get it to be inserted (via its primary input and output).  https://github.com/user-attachments/assets/316a60f5-81a3-470f-b718-dbb2418edd37  There are *expected* cases when this doesn't occur: if the node is over multiple wires, there'd be no one non-arbitrary choice, when the dragged node doesn't have a primary input or output, and when multiple nodes are being dragged. This issue isn't about these expected cases.  But sometimes situations arise where we can't drop a node in a place where it should clearly go:  https://github.com/user-attachments/assets/30ed892e-34d4-420b-bbfd-2f226cea04b4  This seems to happen often with secondary inputs, but it still works sometimes with them too. Here is a simple reproduction file:  [reproduction.zip](https://github.com/user-attachments/files/19694949/reproduction.zip)"
2529,Fix the 'Bounding Box' node crashing on empty or single-point vector data input,closed,https://github.com/GraphiteEditor/Graphite/pull/2529,kythyria,,,0,2025-04-08T02:33:35Z,2025-04-15T18:46:17Z,2025-04-10T09:48:44Z,,Sí,Fixes a crash when using the text tool and the Text node is connected to a Bounding Box node.
2527,Add Gradient tool test for double clicking to insert a gradient stop,closed,https://github.com/GraphiteEditor/Graphite/pull/2527,Sidharth-Singh10,Testing,,1,2025-04-07T13:17:21Z,2025-04-23T07:48:58Z,2025-04-11T14:26:08Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes part of  #2488  "
2525,Fix doc comment: corrected intra-doc link and wrapped bare URL,closed,https://github.com/GraphiteEditor/Graphite/pull/2525,VemuriHaritha,,,4,2025-04-06T20:13:14Z,2025-04-11T14:21:54Z,2025-04-11T14:21:54Z,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->  Fixed `[euclidean_to_parametric]` broken link with proper crate path  Replaced bare URL with Markdown-compatible format using angle brackets  Closes #  "
2523,Add the settings popover menu for the Overlays toggle,closed,https://github.com/GraphiteEditor/Graphite/pull/2523,seam0s-dev,,,13,2025-04-06T08:46:55Z,2025-04-30T11:15:46Z,2025-04-30T11:15:46Z,,Sí,Added options on the frontend to selectively disable/enable certain types of overlays.
2521,Add shape fill overlays when closing a path (Pen tool) or filling it (Fill tool),closed,https://github.com/GraphiteEditor/Graphite/pull/2521,c-mateo,,,29,2025-04-06T05:47:23Z,2025-04-24T01:47:08Z,2025-04-24T01:33:09Z,,Sí,Now the pen tool shows a path being closed as requested in #2390 but doesn't work well with vector meshes. The fill tool shows the region to be filled by drawing a filled overlay too. Few new methods were added to the `OverlayContext` for drawing paths and filling areas.    Closes #2390.
2518,Add GRS tests for different types of nested layer multi-selections,closed,https://github.com/GraphiteEditor/Graphite/pull/2518,rahat2134,Testing,,2,2025-04-05T22:35:14Z,2025-04-23T08:04:17Z,2025-04-13T19:06:11Z,,Sí,"Closes #2465     Added a comprehensive test for Graphite's transform operations (Grab, Rotate, Scale) across different selection scenarios:  Single layer selection  Multiple layers selection  Group selection"
2516,Make the 'Tangent Inverse' node accept DVec2 in lieu of the separate atan2 node,closed,https://github.com/GraphiteEditor/Graphite/pull/2516,kythyria,,,3,2025-04-05T00:02:00Z,2025-04-06T08:32:03Z,2025-04-06T08:32:03Z,,Sí,"In this fashion it doubles as atan2; in theory the dedicated atan2 node can now be removed or replaced with a subgraph, but that might break existing files."
